12.1159,-1.6784,1.3940000000000001,-2.880499999999759
10.9708,-1.7142,1.3119999999999998,-3.0311000000000874
9.8253,-1.5559,1.2726,-3.0850999999999673
8.7089,-1.3607,1.2264,-3.121499999999983
7.481,-1.1362,1.1303,3.127499999999999
6.2141,-0.7949,1.0682,3.092999999999946
5.2122,-0.527,1.0342,3.069400000000028
4.242,-0.2501,0.9562,3.0525999999999143
3.2563,0.153,0.9253,3.0352999999999346
2.3027,0.469,0.8345,3.0149999999999566
1.3117,0.7697,0.7847,2.9955999999999006
0.3038,1.1628,0.7166,2.9595999999998686
-0.6416,1.568,0.6721,2.916300000000218
-1.5375,2.0244,0.5752,2.8640999999999623
-2.6953,2.6367,0.5169,2.7895000000000936
-3.707,3.3719,0.4156,2.6942000000000137
-4.6875,4.0777,0.3358,2.5799999999991097
-5.5994,4.913,0.2576,2.44340000000042
-6.402,5.8593,0.1905,2.2964000000000664
-6.9396,6.9093,0.1255,2.1332999999996245
-7.3225,8.0907,0.0885,1.9501999999996948
-7.349,9.2191,0.0059,1.7030999999990286
-7.5661,10.2989,-0.0579,1.5013999999996746
-7.2208,11.5004,-0.0761,1.3118000000005492
-6.7093,12.4839,-0.1,1.122899999999577
-5.8919,13.4007,-0.0499,0.899799999999237
-4.9577,14.1596,0.0109,0.6985999999994127
-4.0411,14.8012,0.0609,0.578099999999913
-2.9346,15.217,0.1191,0.5125999999999681
-1.8694,15.522,0.1615,0.4715000000002075
-0.6498,15.8387,0.2083,0.4323999999995355
0.5285,16.1056,0.3107,0.418499999999141
1.5222,16.3474,0.385,0.4107000000000439
2.8081,16.5599,0.4622,0.39800000000005403
3.8576,16.7225,0.5157,0.39029999999902465
4.9643,16.9175,0.5865,0.380600000000231
6.0978,17.0766,0.6409,0.3707999999997875
7.1956,17.2554,0.7457,0.3595999999999164
8.3113,17.4225,0.8314,0.33469999999932665
9.461,17.6151,0.9268,0.29719999999922647
10.5559,17.7027,1.0071,0.25440000000077134
11.71,17.7228,1.0841,0.20159999999908296
12.8574,17.6873,1.1842,0.1509999999999086
13.9516,17.5774,1.2337,0.098099999999918
15.0587,17.4689,1.345,0.044700000000061316
16.1904,17.3516,1.4059,-0.018400000000017333
17.3026,17.1353,1.5018,-0.08730000000008246
18.3513,16.7107,1.6129,-0.160799999999988
19.3815,16.337,1.6702,-0.2367000000002376
20.3168,15.8619,1.7491,-0.3194999999994532
21.2221,15.2725,1.8146,-0.40549999999963177
22.0224,14.652000000000001,1.9175,-0.4934000000003158
22.8938,14.0604,1.9922,-0.5876000000004616
23.7838,13.1692,2.0561,-0.6876999999991139
24.4804,12.3059,2.135,-0.7854000000007508
25.0092,11.3877,2.1689,-0.8826000000000739
25.4503,10.4042,2.1979,-0.9902000000009491
25.7804,9.381,2.2063,-1.108099999999603
25.9795,8.3003,2.2008,-1.2371000000001249
26.2345,7.1564,2.2319,-1.3799000000008617
26.2584,6.0052,2.2445,-1.5140000000008016
26.0424,4.8994,2.235,-1.6456000000006927
25.7127,3.7629,2.1926,-1.7831000000002695
25.1687,2.71,2.1622,-1.9149999999997496
24.5177,1.8254,2.1383,-2.0494999999995245
23.769000000000002,1.0193,2.0928,-2.176299999999245
23.031,0.2107,2.0798,-2.3075999999995163
22.0761,-0.5116,2.0334,-2.4206000000000647
21.015,-1.1003,1.9455,-2.521799999999218
19.9966,-1.5408,1.8795,-2.602100000000047
18.9123,-1.8581,1.8003,-2.6708999999995164
17.8345,-2.0863,1.7064,-2.7294000000000147
16.6639,-2.3053,1.6603,-2.7867999999989785
15.3903,-2.4965,1.5876,-2.8416999999989225
14.2983,-2.5726,1.5282,-2.88780000000035
13.0948,-2.5622,1.454,-2.9368000000009293
11.9226,-2.5337,1.4006,-2.9855999999999816
10.7364,-2.4831,1.3665,-3.0352000000001045
9.6512,-2.262,1.2651,-3.074699999999955
8.5161,-2.1334,1.2232,-3.1218
7.3603,-1.9258,1.1221,3.1195999999999215
6.2709,-1.6232,1.0971,3.079100000000023
5.1755,-1.3063,1.0095,3.041700000000125
4.2061,-0.9689,0.9587,3.01010000000004
3.1853,-0.5971,0.9229999999999999,2.9744999999998427
1.9994,-0.1126,0.8569,2.929799999999461
0.9922,0.3497,0.7551,2.889499999999825
0.0565,0.816,0.7146,2.8459000000005825
